conflict_id,person_id,activity_1,activity_2,time_interval,conflict_type,overlap_minutes,severity
2117,P046,Tech Sharing,Project Discussion,2025-11-08 08:30 - 2025-11-08 08:45,partial overlap,15,Medium
2118,P046,Operations Check,Client Visit,2025-11-11 15:15 - 2025-11-11 15:43,partial overlap,28,Medium
2119,P046,Deployment,Meeting,2025-11-14 14:38 - 2025-11-14 15:04,containment,26,Medium
2120,P046,Code Review,Meeting,2025-11-14 14:49 - 2025-11-14 15:12,containment,23,Medium
2121,P046,Code Review,Product Demo,2025-11-12 11:47 - 2025-11-12 12:15,partial overlap,28,Medium
2122,P046,Requirements Analysis,Team Building,2025-11-14 08:38 - 2025-11-14 09:15,partial overlap,37,Medium
2123,P046,One-on-One,Team Building,2025-11-14 08:41 - 2025-11-14 09:15,partial overlap,34,Medium
2124,P046,Project Discussion,Meeting,2025-11-16 14:45 - 2025-11-16 15:30,containment,45,High
2125,P046,Code Review,Meeting,2025-11-16 14:55 - 2025-11-16 15:30,partial overlap,35,Medium
2126,P046,Requirements Analysis,Meeting,2025-11-16 15:11 - 2025-11-16 15:30,partial overlap,19,Medium
2127,P046,Project Discussion,Code Review,2025-11-16 14:55 - 2025-11-16 15:30,partial overlap,35,Medium
2128,P046,Requirements Analysis,Code Review,2025-11-16 15:11 - 2025-11-16 15:35,containment,24,Medium
2129,P046,One-on-One,Requirements Analysis,2025-11-14 08:41 - 2025-11-14 09:23,containment,42,Medium
2130,P046,Code Review,Deployment,2025-11-14 14:49 - 2025-11-14 15:04,partial overlap,15,Medium
2131,P046,Training,Meeting,2025-11-18 11:45 - 2025-11-18 12:00,partial overlap,15,Medium
2132,P046,Code Review,Design Review,2025-11-18 08:45 - 2025-11-18 09:00,partial overlap,15,Medium
2133,P046,Brainstorming,Meeting,2025-11-15 13:50 - 2025-11-15 14:00,partial overlap,10,Low
2134,P046,Brainstorming,Deployment,2025-11-15 14:00 - 2025-11-15 14:08,partial overlap,8,Low
2135,P046,Deployment,Deployment,2025-11-15 14:14 - 2025-11-15 14:15,partial overlap,1,Low
2136,P046,Testing Acceptance,Tech Sharing,2025-11-16 16:22 - 2025-11-16 16:45,partial overlap,23,Medium
2137,P046,Tech Sharing,Meeting,2025-11-18 15:13 - 2025-11-18 15:30,partial overlap,17,Medium
2138,P046,Requirements Analysis,Project Discussion,2025-11-16 15:11 - 2025-11-16 15:30,partial overlap,19,Medium
2139,P046,Testing Acceptance,Client Visit,2025-11-19 17:15 - 2025-11-19 17:30,containment,15,Medium
2140,P046,Code Review,Client Visit,2025-11-19 17:23 - 2025-11-19 17:30,partial overlap,7,Low
2141,P046,Deployment,Product Demo,2025-11-20 08:45 - 2025-11-20 09:00,partial overlap,15,Medium
2142,P046,Code Review,Testing Acceptance,2025-11-19 17:23 - 2025-11-19 17:30,partial overlap,7,Low
2143,P046,Deployment,Design Review,2025-11-25 11:43 - 2025-11-25 11:45,partial overlap,2,Low
2144,P046,Tech Sharing,Deployment,2025-11-15 14:19 - 2025-11-15 14:41,containment,22,Medium
2145,P046,Client Visit,Deployment,2025-11-25 12:09 - 2025-11-25 12:19,partial overlap,10,Low
2146,P047,Meeting,Operations Check,2025-11-03 16:00 - 2025-11-03 16:30,containment,30,Medium
2147,P047,Deployment,Code Review,2025-10-29 15:05 - 2025-10-29 15:43,containment,38,Medium
2148,P047,Brainstorming,Training,2025-11-03 12:58 - 2025-11-03 13:58,containment,60,High
2149,P047,Client Visit,Project Discussion,2025-11-11 10:30 - 2025-11-11 11:15,containment,45,High
2150,P047,Deployment,Deployment,2025-11-06 11:08 - 2025-11-06 11:15,partial overlap,7,Low
2151,P047,Training,Requirements Analysis,2025-11-09 11:05 - 2025-11-09 11:30,containment,25,Medium
2152,P047,Client Visit,Requirements Analysis,2025-11-09 11:17 - 2025-11-09 11:45,partial overlap,28,Medium
2153,P047,Project Discussion,Training,2025-11-11 08:30 - 2025-11-11 09:15,containment,45,High
2154,P047,Brainstorming,Deployment,2025-11-14 08:45 - 2025-11-14 09:15,containment,30,Medium
2155,P047,Testing Acceptance,Deployment,2025-11-14 08:57 - 2025-11-14 09:14,containment,17,Medium
2156,P047,Requirements Analysis,Meeting,2025-11-13 12:23 - 2025-11-13 12:45,containment,22,Medium
2157,P047,Client Visit,Meeting,2025-11-13 12:30 - 2025-11-13 12:45,containment,15,Medium
2158,P047,Operations Check,Brainstorming,2025-11-16 14:30 - 2025-11-16 14:45,partial overlap,15,Medium
2159,P047,One-on-One,Brainstorming,2025-11-16 15:00 - 2025-11-16 15:30,containment,30,Medium
2160,P047,Testing Acceptance,Tech Sharing,2025-11-14 11:59 - 2025-11-14 12:14,containment,15,Medium
2161,P047,Training,Tech Sharing,2025-11-14 17:45 - 2025-11-14 18:00,partial overlap,15,Medium
2162,P047,Tech Sharing,Tech Sharing,2025-11-14 18:30 - 2025-11-14 18:45,partial overlap,15,Medium
2163,P047,Project Discussion,Meeting,2025-11-16 13:15 - 2025-11-16 13:45,partial overlap,30,Medium
2164,P047,Design Review,Operations Check,2025-11-17 17:45 - 2025-11-17 18:15,partial overlap,30,Medium
2165,P047,Client Visit,Training,2025-11-09 11:17 - 2025-11-09 11:30,partial overlap,13,Low
2166,P047,Client Visit,Requirements Analysis,2025-11-13 12:30 - 2025-11-13 12:45,containment,15,Medium
2167,P047,Testing Acceptance,Brainstorming,2025-11-14 08:57 - 2025-11-14 09:14,containment,17,Medium
2168,P047,Team Building,Team Building,2025-11-18 18:29 - 2025-11-18 18:30,partial overlap,1,Low
2169,P047,Design Review,Team Building,2025-11-15 11:15 - 2025-11-15 11:45,partial overlap,30,Medium
2170,P047,Tech Sharing,Team Building,2025-11-15 11:15 - 2025-11-15 11:32,partial overlap,17,Medium
2171,P047,Tech Sharing,Design Review,2025-11-15 11:08 - 2025-11-15 11:32,containment,24,Medium
2172,P047,Design Review,Meeting,2025-11-23 09:15 - 2025-11-23 09:30,containment,15,Medium
2173,P047,Project Discussion,Tech Sharing,2025-11-22 13:12 - 2025-11-22 13:30,partial overlap,18,Medium
2174,P047,Team Building,Project Discussion,2025-11-18 18:30 - 2025-11-18 19:15,containment,45,High
2175,P048,Meeting,Project Discussion,2025-11-02 19:06 - 2025-11-02 19:15,partial overlap,9,Low
2176,P048,Testing Acceptance,Meeting,2025-11-01 17:05 - 2025-11-01 17:45,containment,40,Medium
2177,P048,Product Demo,One-on-One,2025-11-04 14:00 - 2025-11-04 14:30,partial overlap,30,Medium
2178,P048,Testing Acceptance,One-on-One,2025-11-07 16:30 - 2025-11-07 16:45,partial overlap,15,Medium
2179,P048,Product Demo,Brainstorming,2025-11-10 14:12 - 2025-11-10 14:57,containment,45,High
2180,P048,Code Review,Testing Acceptance,2025-11-08 11:45 - 2025-11-08 12:00,partial overlap,15,Medium
2181,P048,Product Demo,Client Visit,2025-11-08 18:48 - 2025-11-08 19:00,partial overlap,12,Low
2182,P048,Code Review,Meeting,2025-11-14 17:00 - 2025-11-14 17:15,partial overlap,15,Medium
2183,P048,Client Visit,Brainstorming,2025-11-13 13:01 - 2025-11-13 13:15,partial overlap,14,Low
2184,P048,Testing Acceptance,Design Review,2025-11-11 14:15 - 2025-11-11 14:30,partial overlap,15,Medium
2185,P048,Client Visit,One-on-One,2025-11-10 16:15 - 2025-11-10 17:15,full overlap,60,High
2186,P048,Team Building,One-on-One,2025-11-10 16:28 - 2025-11-10 17:12,containment,44,Medium
2187,P048,Team Building,Client Visit,2025-11-10 16:28 - 2025-11-10 17:12,containment,44,Medium
2188,P048,Project Discussion,Client Visit,2025-11-13 13:25 - 2025-11-13 13:40,partial overlap,15,Medium
2189,P048,Code Review,Training,2025-11-16 09:30 - 2025-11-16 10:00,partial overlap,30,Medium
2190,P048,Tech Sharing,Brainstorming,2025-11-18 08:30 - 2025-11-18 08:45,containment,15,Medium
2191,P048,Project Discussion,Brainstorming,2025-11-18 08:30 - 2025-11-18 09:15,full overlap,45,High
2192,P048,Design Review,Tech Sharing,2025-11-20 13:36 - 2025-11-20 14:00,partial overlap,24,Medium
2193,P048,Code Review,Tech Sharing,2025-11-20 13:40 - 2025-11-20 14:00,partial overlap,20,Medium
2194,P048,Brainstorming,Tech Sharing,2025-11-17 13:15 - 2025-11-17 13:30,containment,15,Medium
2195,P048,Code Review,Tech Sharing,2025-11-17 13:15 - 2025-11-17 13:30,containment,15,Medium
2196,P048,Brainstorming,Tech Sharing,2025-11-17 13:00 - 2025-11-17 13:15,containment,15,Medium
2197,P048,Code Review,Brainstorming,2025-11-17 13:15 - 2025-11-17 13:30,partial overlap,15,Medium
2198,P048,Client Visit,Team Building,2025-11-19 09:14 - 2025-11-19 09:30,containment,16,Medium
2199,P048,Brainstorming,Team Building,2025-11-19 09:15 - 2025-11-19 09:45,containment,30,Medium
2200,P048,Team Building,Training,2025-11-22 17:00 - 2025-11-22 17:15,partial overlap,15,Medium
2201,P048,Client Visit,Brainstorming,2025-11-19 09:15 - 2025-11-19 09:30,partial overlap,15,Medium
2202,P048,Project Discussion,Tech Sharing,2025-11-18 08:30 - 2025-11-18 08:45,containment,15,Medium
2203,P048,Product Demo,Deployment,2025-11-22 10:13 - 2025-11-22 10:15,partial overlap,2,Low
2204,P048,Product Demo,Product Demo,2025-11-22 10:18 - 2025-11-22 10:32,partial overlap,14,Low
2205,P048,Design Review,Code Review,2025-11-20 13:40 - 2025-11-20 14:03,containment,23,Medium
2206,P049,Code Review,Client Visit,2025-10-29 09:25 - 2025-10-29 09:30,partial overlap,5,Low
2207,P049,Brainstorming,Brainstorming,2025-10-31 12:45 - 2025-10-31 13:15,containment,30,Medium
2208,P049,Product Demo,Tech Sharing,2025-11-05 10:30 - 2025-11-05 10:45,partial overlap,15,Medium
2209,P049,Meeting,Meeting,2025-11-02 08:41 - 2025-11-02 09:00,partial overlap,19,Medium
2210,P049,Requirements Analysis,Meeting,2025-11-02 08:52 - 2025-11-02 09:00,partial overlap,8,Low
2211,P049,Meeting,Requirements Analysis,2025-11-02 08:52 - 2025-11-02 09:25,partial overlap,33,Medium
2212,P049,Meeting,Product Demo,2025-11-09 09:45 - 2025-11-09 10:00,partial overlap,15,Medium
2213,P049,Product Demo,Testing Acceptance,2025-11-11 11:45 - 2025-11-11 12:00,partial overlap,15,Medium
2214,P049,Product Demo,Team Building,2025-11-08 14:20 - 2025-11-08 15:15,partial overlap,55,High
2215,P049,Client Visit,Team Building,2025-11-08 14:32 - 2025-11-08 15:15,partial overlap,43,Medium
2216,P049,Testing Acceptance,Requirements Analysis,2025-11-07 09:30 - 2025-11-07 10:00,partial overlap,30,Medium
2217,P049,Design Review,Client Visit,2025-11-08 12:30 - 2025-11-08 12:45,partial overlap,15,Medium
2218,P049,Training,Project Discussion,2025-11-06 16:45 - 2025-11-06 17:00,partial overlap,15,Medium
2219,P049,Client Visit,Meeting,2025-11-13 15:30 - 2025-11-13 16:00,containment,30,Medium
2220,P049,Project Discussion,Meeting,2025-11-13 15:30 - 2025-11-13 16:00,containment,30,Medium
2221,P049,Training,Meeting,2025-11-13 15:45 - 2025-11-13 16:00,partial overlap,15,Medium
2222,P049,Project Discussion,Product Demo,2025-11-11 12:05 - 2025-11-11 12:31,containment,26,Medium
2223,P049,Product Demo,One-on-One,2025-11-13 11:53 - 2025-11-13 12:17,containment,24,Medium
2224,P049,Code Review,Design Review,2025-11-16 12:30 - 2025-11-16 12:45,partial overlap,15,Medium
2225,P049,Client Visit,Project Discussion,2025-11-13 15:30 - 2025-11-13 16:00,partial overlap,30,Medium
2226,P049,Training,Project Discussion,2025-11-13 15:45 - 2025-11-13 16:15,containment,30,Medium
2227,P049,Client Visit,Product Demo,2025-11-08 14:32 - 2025-11-08 15:18,partial overlap,46,High
2228,P049,Product Demo,One-on-One,2025-11-12 18:32 - 2025-11-12 19:00,partial overlap,28,Medium
2229,P049,Project Discussion,Training,2025-11-16 10:45 - 2025-11-16 11:00,containment,15,Medium
2230,P049,Training,Client Visit,2025-11-13 15:45 - 2025-11-13 16:00,partial overlap,15,Medium
2231,P049,Team Building,Meeting,2025-11-21 16:15 - 2025-11-21 16:30,containment,15,Medium
2232,P049,Testing Acceptance,Tech Sharing,2025-11-20 08:55 - 2025-11-20 09:00,partial overlap,5,Low
2233,P049,Team Building,Product Demo,2025-11-20 14:19 - 2025-11-20 14:45,partial overlap,26,Medium
2234,P049,Client Visit,Product Demo,2025-11-20 14:43 - 2025-11-20 14:45,partial overlap,2,Low
2235,P049,Testing Acceptance,Project Discussion,2025-11-17 15:30 - 2025-11-17 15:45,containment,15,Medium
2236,P049,Team Building,Meeting,2025-11-20 15:00 - 2025-11-20 15:13,partial overlap,13,Low
2237,P049,Client Visit,Meeting,2025-11-20 15:00 - 2025-11-20 15:30,containment,30,Medium
2238,P049,Team Building,Team Building,2025-11-21 16:42 - 2025-11-21 16:45,partial overlap,3,Low
2239,P049,Testing Acceptance,Tech Sharing,2025-11-20 09:15 - 2025-11-20 09:38,partial overlap,23,Medium
2240,P049,Meeting,Team Building,2025-11-24 08:30 - 2025-11-24 09:00,partial overlap,30,Medium
2241,P049,Client Visit,Team Building,2025-11-20 14:43 - 2025-11-20 15:13,partial overlap,30,Medium
2242,P050,Meeting,Client Visit,2025-11-04 09:28 - 2025-11-04 09:45,partial overlap,17,Medium
2243,P050,Team Building,Deployment,2025-11-06 11:30 - 2025-11-06 12:00,partial overlap,30,Medium
2244,P050,Project Discussion,Deployment,2025-11-06 11:45 - 2025-11-06 12:15,containment,30,Medium
2245,P050,Team Building,Project Discussion,2025-11-06 11:45 - 2025-11-06 12:00,partial overlap,15,Medium
2246,P050,Operations Check,Deployment,2025-11-09 09:45 - 2025-11-09 10:30,full overlap,45,High
2247,P050,Operations Check,Code Review,2025-11-07 14:15 - 2025-11-07 14:45,partial overlap,30,Medium
2248,P050,Requirements Analysis,Product Demo,2025-11-07 17:00 - 2025-11-07 17:30,partial overlap,30,Medium
2249,P050,Meeting,Client Visit,2025-11-07 08:54 - 2025-11-07 09:15,containment,21,Medium
2250,P050,Operations Check,Code Review,2025-11-11 10:00 - 2025-11-11 10:30,partial overlap,30,Medium
2251,P050,Design Review,Code Review,2025-11-11 10:09 - 2025-11-11 10:30,partial overlap,21,Medium
2252,P050,Product Demo,Code Review,2025-11-11 10:22 - 2025-11-11 10:30,partial overlap,8,Low
2253,P050,Design Review,Operations Check,2025-11-11 10:09 - 2025-11-11 10:43,containment,34,Medium
2254,P050,Product Demo,Operations Check,2025-11-11 10:22 - 2025-11-11 10:45,partial overlap,23,Medium
2255,P050,Deployment,Operations Check,2025-11-11 10:35 - 2025-11-11 10:45,partial overlap,10,Low
2256,P050,Design Review,Operations Check,2025-11-13 12:14 - 2025-11-13 12:45,partial overlap,31,Medium
2257,P050,Operations Check,Design Review,2025-11-13 16:15 - 2025-11-13 16:30,containment,15,Medium
2258,P050,Design Review,Design Review,2025-11-14 12:15 - 2025-11-14 12:45,partial overlap,30,Medium
2259,P050,Design Review,Product Demo,2025-11-11 10:22 - 2025-11-11 10:43,partial overlap,21,Medium
2260,P050,Deployment,Product Demo,2025-11-11 10:35 - 2025-11-11 10:52,partial overlap,17,Medium
2261,P050,Deployment,Design Review,2025-11-11 10:35 - 2025-11-11 10:43,partial overlap,8,Low
2262,P050,One-on-One,Testing Acceptance,2025-11-15 14:00 - 2025-11-15 14:15,containment,15,Medium
2263,P050,Meeting,Testing Acceptance,2025-11-17 18:45 - 2025-11-17 19:00,partial overlap,15,Medium
2264,P050,Client Visit,Design Review,2025-11-17 16:39 - 2025-11-17 16:45,partial overlap,6,Low
2265,P050,One-on-One,Code Review,2025-11-16 14:55 - 2025-11-16 15:30,partial overlap,35,Medium
2266,P050,Training,Code Review,2025-11-16 15:08 - 2025-11-16 15:27,containment,19,Medium
2267,P050,Code Review,Code Review,2025-11-16 15:26 - 2025-11-16 15:30,partial overlap,4,Low
2268,P050,Product Demo,Product Demo,2025-11-18 16:15 - 2025-11-18 16:30,partial overlap,15,Medium
2269,P050,Project Discussion,Product Demo,2025-11-18 16:27 - 2025-11-18 16:45,partial overlap,18,Medium
2270,P050,Project Discussion,Product Demo,2025-11-18 16:27 - 2025-11-18 16:30,partial overlap,3,Low
2271,P050,Tech Sharing,Training,2025-11-17 09:50 - 2025-11-17 10:15,partial overlap,25,Medium
2272,P050,Testing Acceptance,Training,2025-11-17 10:08 - 2025-11-17 10:15,partial overlap,7,Low
2273,P050,Project Discussion,Testing Acceptance,2025-11-18 17:00 - 2025-11-18 17:24,partial overlap,24,Medium
2274,P050,Testing Acceptance,Meeting,2025-11-17 10:30 - 2025-11-17 11:00,containment,30,Medium
2275,P050,Training,One-on-One,2025-11-16 15:08 - 2025-11-16 15:27,containment,19,Medium
2276,P050,Code Review,One-on-One,2025-11-16 15:26 - 2025-11-16 15:50,partial overlap,24,Medium
2277,P050,Testing Acceptance,Tech Sharing,2025-11-17 10:08 - 2025-11-17 10:23,partial overlap,15,Medium
2278,P050,Code Review,Training,2025-11-16 15:26 - 2025-11-16 15:27,partial overlap,1,Low
2279,P051,Product Demo,Team Building,2025-11-01 19:10 - 2025-11-01 19:57,containment,47,High
2280,P051,Operations Check,Product Demo,2025-10-31 12:00 - 2025-10-31 12:15,partial overlap,15,Medium
2281,P051,Testing Acceptance,Requirements Analysis,2025-11-04 15:15 - 2025-11-04 15:30,partial overlap,15,Medium
2282,P051,Testing Acceptance,One-on-One,2025-11-03 10:21 - 2025-11-03 11:00,partial overlap,39,Medium
2283,P051,Project Discussion,Training,2025-11-09 13:12 - 2025-11-09 13:30,partial overlap,18,Medium
2284,P051,Training,Training,2025-11-09 13:19 - 2025-11-09 13:30,partial overlap,11,Low
2285,P051,One-on-One,Operations Check,2025-11-09 15:15 - 2025-11-09 15:45,partial overlap,30,Medium
2286,P051,Client Visit,Client Visit,2025-11-07 16:26 - 2025-11-07 17:00,partial overlap,34,Medium
2287,P051,Team Building,Client Visit,2025-11-12 10:30 - 2025-11-12 10:45,partial overlap,15,Medium
2288,P051,Project Discussion,Code Review,2025-11-12 16:15 - 2025-11-12 17:00,full overlap,45,High
2289,P051,Code Review,Code Review,2025-11-12 16:29 - 2025-11-12 17:00,partial overlap,31,Medium
2290,P051,Code Review,Meeting,2025-11-12 17:00 - 2025-11-12 17:14,partial overlap,14,Low
2291,P051,Requirements Analysis,Requirements Analysis,2025-11-10 16:23 - 2025-11-10 16:45,partial overlap,22,Medium
2292,P051,Requirements Analysis,Requirements Analysis,2025-11-10 16:28 - 2025-11-10 16:45,partial overlap,17,Medium
2293,P051,Operations Check,Requirements Analysis,2025-11-10 16:40 - 2025-11-10 16:45,partial overlap,5,Low
2294,P051,Requirements Analysis,Deployment,2025-11-10 16:45 - 2025-11-10 16:54,partial overlap,9,Low
2295,P051,Requirements Analysis,Deployment,2025-11-10 16:45 - 2025-11-10 17:16,partial overlap,31,Medium
2296,P051,Operations Check,Deployment,2025-11-10 16:45 - 2025-11-10 17:12,partial overlap,27,Medium
2297,P051,Operations Check,Design Review,2025-11-13 15:19 - 2025-11-13 15:30,partial overlap,11,Low
2298,P051,Requirements Analysis,Product Demo,2025-11-15 14:00 - 2025-11-15 14:15,partial overlap,15,Medium
2299,P051,Project Discussion,Product Demo,2025-11-15 14:14 - 2025-11-15 14:15,partial overlap,1,Low
2300,P051,Project Discussion,Requirements Analysis,2025-11-15 14:14 - 2025-11-15 14:43,containment,29,Medium
2301,P051,Testing Acceptance,Meeting,2025-11-15 17:45 - 2025-11-15 18:15,containment,30,Medium
2302,P051,One-on-One,Meeting,2025-11-15 17:50 - 2025-11-15 18:15,partial overlap,25,Medium
2303,P051,Code Review,Project Discussion,2025-11-12 16:29 - 2025-11-12 17:00,partial overlap,31,Medium
2304,P051,Requirements Analysis,Operations Check,2025-11-10 16:40 - 2025-11-10 16:54,partial overlap,14,Low
2305,P051,Requirements Analysis,Operations Check,2025-11-10 16:40 - 2025-11-10 17:12,containment,32,Medium
2306,P051,Training,Project Discussion,2025-11-09 13:19 - 2025-11-09 13:43,partial overlap,24,Medium
2307,P051,Requirements Analysis,Requirements Analysis,2025-11-10 16:28 - 2025-11-10 16:54,partial overlap,26,Medium
2308,P051,One-on-One,Operations Check,2025-11-17 17:30 - 2025-11-17 17:45,containment,15,Medium
2309,P051,Deployment,Operations Check,2025-11-17 17:30 - 2025-11-17 17:45,full overlap,15,Medium
